# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1766       5.018999854500e-11       1.098346741256e-12      -2.305793406181e-12       8.289868800991e-15       6.019610256091e-16       6.948357900416e-18       6.494794451125e-18 
 1767       5.010836249945e-11       1.093518096384e-12      -2.273700804143e-12       8.282729339743e-15       6.005098520335e-16       7.140381944961e-18       6.219419512198e-18 
 1768       5.002483886744e-11       1.088880552817e-12      -2.241640885614e-12       8.275552332315e-15       5.990628342776e-16       7.340236430675e-18       5.945204306249e-18 
 1769       4.993944400000e-11       1.084433551237e-12      -2.209625883304e-12       8.268337669418e-15       5.976199593133e-16       7.548070511331e-18       5.672170673167e-18 
 1770       4.985219434177e-11       1.080176527496e-12      -2.177668084279e-12       8.261085241476e-15       5.961812139729e-16       7.764033928342e-18       5.400340533398e-18 
 1771       4.976310643121e-11       1.076108912614e-12      -2.145779830041e-12       8.253794938623e-15       5.947465849493e-16       7.988277011549e-18       5.129735888044e-18 
 1772       4.967219690067e-11       1.072230132768e-12      -2.113973516604e-12       8.246466650704e-15       5.933160587956e-16       8.220950680016e-18       4.860378818973e-18 
 1773       4.957948247657e-11       1.068539609286e-12      -2.082261594566e-12       8.239100267276e-15       5.918896219245e-16       8.462206442818e-18       4.592291488917e-18 
 1774       4.948497997951e-11       1.065036758635e-12      -2.050656569190e-12       8.231695677607e-15       5.904672606086e-16       8.712196399827e-18       4.325496141580e-18 
 1775       4.938870632447e-11       1.061720992419e-12      -2.019171000477e-12       8.224252770672e-15       5.890489609800e-16       8.971073242508e-18       4.060015101741e-18 
 1776       4.929067852087e-11       1.058591717365e-12      -1.987817503245e-12       8.216771435159e-15       5.876347090297e-16       9.238990254705e-18       3.795870775359e-18 
 1777       4.919091367279e-11       1.055648335322e-12      -1.956608747203e-12       8.209251559465e-15       5.862244906079e-16       9.516101313430e-18       3.533085649674e-18 
 1778       4.908942897905e-11       1.052890243245e-12      -1.925557457026e-12       8.201693031693e-15       5.848182914232e-16       9.802560889656e-18       3.271682293315e-18 
 1779       4.898624173338e-11       1.050316833194e-12      -1.894676412435e-12       8.194095739659e-15       5.834160970431e-16       1.009852404911e-17       3.011683356400e-18 
 1780       4.888136932457e-11       1.047927492322e-12      -1.863978448270e-12       8.186459570884e-15       5.820178928927e-16       1.040414645304e-17       2.753111570645e-18 
 1781       4.877482923657e-11       1.045721602868e-12      -1.833476454569e-12       8.178784412597e-15       5.806236642556e-16       1.071958435905e-17       2.495989749462e-18 
 1782       4.866663904868e-11       1.043698542151e-12      -1.803183376640e-12       8.171070151737e-15       5.792333962729e-16       1.104499462184e-17       2.240340788070e-18 
 1783       4.855681643566e-11       1.041857682560e-12      -1.773112215142e-12       8.163316674946e-15       5.778470739431e-16       1.138053469404e-17       1.986187663592e-18 
 1784       4.844537916789e-11       1.040198391545e-12      -1.743276026157e-12       8.155523868577e-15       5.764646821219e-16       1.172636262696e-17       1.733553435165e-18 
 1785       4.833234511149e-11       1.038720031613e-12      -1.713687921269e-12       8.147691618687e-15       5.750862055223e-16       1.208263707140e-17       1.482461244039e-18 
 1786       4.821773222848e-11       1.037421960317e-12      -1.684361067639e-12       8.139819811038e-15       5.737116287137e-16       1.244951727845e-17       1.232934313684e-18 
 1787       4.810155857689e-11       1.036303530247e-12      -1.655308688082e-12       8.131908331100e-15       5.723409361221e-16       1.282716310025e-17       9.849959498965e-19 
 1788       4.798384231096e-11       1.035364089027e-12      -1.626544061142e-12       8.123957064048e-15       5.709741120299e-16       1.321573499083e-17       7.386695408966e-19 
 1789       4.786460168122e-11       1.034602979301e-12      -1.598080521168e-12       8.115965894758e-15       5.696111405753e-16       1.361539400683e-17       4.939785574380e-19 
 1790       4.774385503467e-11       1.034019538731e-12      -1.569931458392e-12       8.107934707816e-15       5.682520057523e-16       1.402630180836e-17       2.509465529098e-19 
 1791       4.762162081488e-11       1.033613099984e-12      -1.542110319005e-12       8.099863387508e-15       5.668966914106e-16       1.444862065973e-17       9.597163440857e-21 
 1792       4.749792004262e-11       1.033382679443e-12      -1.514629163221e-12       8.091751914539e-15       5.655451824014e-16       1.488244905418e-17      -2.300560286560e-19 
 1793       4.737278377934e-11       1.033326040577e-12      -1.487494326455e-12       8.083600657034e-15       5.641974680262e-16       1.532762801158e-17      -4.680399952638e-19 
 1794       4.724624572490e-11       1.033440622903e-12      -1.460710722869e-12       8.075410081909e-15       5.628535386161e-16       1.578393320056e-17      -7.043920109350e-19 
 1795       4.711833974287e-11       1.033723852563e-12      -1.434283284189e-12       8.067180658382e-15       5.615133843873e-16       1.625113916938e-17      -9.391495391138e-19 
 1796       4.698909986081e-11       1.034173142297e-12      -1.408216959721e-12       8.058912857967e-15       5.601769954411e-16       1.672901934438e-17      -1.172350232411e-18 
 1797       4.685856027046e-11       1.034785891431e-12      -1.382516716382e-12       8.050607154488e-15       5.588443617637e-16       1.721734602831e-17      -1.404031932877e-18 
 1798       4.672675532799e-11       1.035559485852e-12      -1.357187538718e-12       8.042264024073e-15       5.575154732263e-16       1.771589039876e-17      -1.634232672279e-18 
 1799       4.659371955424e-11       1.036491297988e-12      -1.332234428923e-12       8.033883945162e-15       5.561903195842e-16       1.822442250649e-17      -1.862990672374e-18 
 1800       4.645948763494e-11       1.037578686793e-12      -1.307662406869e-12       8.025467398512e-15       5.548688904774e-16       1.874271127388e-17      -2.090344345183e-18 
 1801       4.632409442096e-11       1.038818997725e-12      -1.283476510121e-12       8.017014867193e-15       5.535511754296e-16       1.927052449328e-17      -2.316332293266e-18 
 1802       4.618757492854e-11       1.040209562725e-12      -1.259681793965e-12       8.008526836599e-15       5.522371638488e-16       1.980762882538e-17      -2.540993309996e-18 
 1803       4.604996433951e-11       1.041747700200e-12      -1.236283331427e-12       8.000003794447e-15       5.509268450265e-16       2.035378979763e-17      -2.764366379835e-18 
 1804       4.591129800153e-11       1.043430715001e-12      -1.213286213296e-12       7.991446230783e-15       5.496202081377e-16       2.090877180262e-17      -2.986490678607e-18 
 1805       4.577161142832e-11       1.045255898406e-12      -1.190695548145e-12       7.982854637979e-15       5.483172422409e-16       2.147233809644e-17      -3.207405573773e-18 
 1806       4.563094029994e-11       1.047220528100e-12      -1.168516462357e-12       7.974229510746e-15       5.470179362775e-16       2.204425079709e-17      -3.427150624706e-18 
 1807       4.548932046292e-11       1.049321868151e-12      -1.146754100145e-12       7.965571346128e-15       5.457222790718e-16       2.262427088285e-17      -3.645765582966e-18 
 1808       4.534678793061e-11       1.051557168999e-12      -1.125413623573e-12       7.956880643512e-15       5.444302593310e-16       2.321215819069e-17      -3.863290392572e-18 
 1809       4.520337888334e-11       1.053923667427e-12      -1.104500212582e-12       7.948157904627e-15       5.431418656446e-16       2.380767141463e-17      -4.079765190279e-18 
 1810       4.505912966866e-11       1.056418586550e-12      -1.084019065007e-12       7.939403633549e-15       5.418570864847e-16       2.441056810412e-17      -4.295230305851e-18 
 1811       4.491407680162e-11       1.059039135788e-12      -1.063975396606e-12       7.930618336703e-15       5.405759102051e-16       2.502060466246e-17      -4.509726262339e-18 
 1812       4.476825696494e-11       1.061782510853e-12      -1.044374441075e-12       7.921802522868e-15       5.392983250417e-16       2.563753634517e-17      -4.723293776349e-18 
 1813       4.462170700929e-11       1.064645893723e-12      -1.025221450079e-12       7.912956703180e-15       5.380243191123e-16       2.626111725835e-17      -4.935973758323e-18 
 1814       4.447446395351e-11       1.067626452629e-12      -1.006521693264e-12       7.904081391134e-15       5.367538804159e-16       2.689110035709e-17      -5.147807312811e-18 
 1815       4.432656498484e-11       1.070721342030e-12      -9.882804582879e-13       7.895177102587e-15       5.354869968330e-16       2.752723744387e-17      -5.358835738743e-18 
 1816       4.417804745915e-11       1.073927702598e-12      -9.705030508399e-13       7.886244355763e-15       5.342236561251e-16       2.816927916692e-17      -5.569100529709e-18 
 1817       4.402894890119e-11       1.077242661194e-12      -9.531947946615e-13       7.877283671255e-15       5.329638459345e-16       2.881697501860e-17      -5.778643374229e-18 
 1818       4.387930700480e-11       1.080663330851e-12      -9.363610315702e-13       7.868295572030e-15       5.317075537845e-16       2.947007333381e-17      -5.987506156028e-18 
 1819       4.372915963316e-11       1.084186810755e-12      -9.200071214818e-13       7.859280583428e-15       5.304547670787e-16       3.012832128838e-17      -6.195730954314e-18 
 1820       4.357854481903e-11       1.087810186223e-12      -9.041384424322e-13       7.850239233170e-15       5.292054731010e-16       3.079146489740e-17      -6.403360044048e-18 
 1821       4.342750076496e-11       1.091530528688e-12      -8.887603906002e-13       7.841172051358e-15       5.279596590155e-16       3.145924901368e-17      -6.610435896222e-18 
 1822       4.327606584355e-11       1.095344895673e-12      -8.738783803297e-13       7.832079570482e-15       5.267173118660e-16       3.213141732609e-17      -6.817001178131e-18 
 1823       4.312427859765e-11       1.099250330776e-12      -8.594978441518e-13       7.822962325417e-15       5.254784185762e-16       3.280771235796e-17      -7.023098753650e-18 
 1824       4.297217774065e-11       1.103243863651e-12      -8.456242328075e-13       7.813820853433e-15       5.242429659493e-16       3.348787546545e-17      -7.228771683506e-18 
 1825       4.281980215664e-11       1.107322509984e-12      -8.322630152697e-13       7.804655694194e-15       5.230109406676e-16       3.417164683597e-17      -7.434063225554e-18 
 1826       4.266719090070e-11       1.111483271478e-12      -8.194196787657e-13       7.795467389762e-15       5.217823292927e-16       3.485876548652e-17      -7.639016835053e-18 
 1827       4.251438319912e-11       1.115723135831e-12      -8.070997287994e-13       7.786256484601e-15       5.205571182650e-16       3.554896926212e-17      -7.843676164935e-18 
 1828       4.236141844961e-11       1.120039076718e-12      -7.953086891739e-13       7.777023525581e-15       5.193352939035e-16       3.624199483415e-17      -8.048085066088e-18 
 1829       4.220833622158e-11       1.124428053769e-12      -7.840521020134e-13       7.767769061979e-15       5.181168424060e-16       3.693757769878e-17      -8.252287587624e-18 
 1830       4.205517625632e-11       1.128887012553e-12      -7.733355277860e-13       7.758493645482e-15       5.169017498483e-16       3.763545217534e-17      -8.456327977153e-18 
 1831       4.190197670685e-11       1.133412916930e-12      -7.631631012936e-13       7.749197850690e-15       5.156900031577e-16       3.833538086816e-17      -8.660224052454e-18 
 1832       4.174876884148e-11       1.138002846434e-12      -7.535331869797e-13       7.739882336780e-15       5.144815930409e-16       3.903724331294e-17      -8.863887083229e-18 
 1833       4.159558229837e-11       1.142653899632e-12      -7.444426889424e-13       7.730547786336e-15       5.132765110790e-16       3.974094803568e-17      -9.067201269564e-18 
 1834       4.144244684228e-11       1.147363161802e-12      -7.358884917846e-13       7.721194884909e-15       5.120747487561e-16       4.044640315292e-17      -9.270050311735e-18 
 1835       4.128939236476e-11       1.152127704908e-12      -7.278674605853e-13       7.711824321011e-15       5.108762974594e-16       4.115351637123e-17      -9.472317409534e-18 
 1836       4.113644888427e-11       1.156944587590e-12      -7.203764408697e-13       7.702436786130e-15       5.096811484786e-16       4.186219498660e-17      -9.673885261585e-18 
 1837       4.098364654643e-11       1.161810855141e-12      -7.134122585802e-13       7.693032974725e-15       5.084892930059e-16       4.257234588393e-17      -9.874636064672e-18 
 1838       4.083101562409e-11       1.166723539490e-12      -7.069717200467e-13       7.683613584235e-15       5.073007221363e-16       4.328387553642e-17      -1.007445151305e-17 
 1839       4.067858651761e-11       1.171679659181e-12      -7.010516119579e-13       7.674179315081e-15       5.061154268664e-16       4.399669000504e-17      -1.027321279779e-17 
 1840       4.052638975494e-11       1.176676219360e-12      -6.956487013314e-13       7.664730870671e-15       5.049333980955e-16       4.471069493797e-17      -1.047080060607e-17 
 1841       4.037445599184e-11       1.181710211752e-12      -6.907597354845e-13       7.655268957402e-15       5.037546266243e-16       4.542579557001e-17      -1.066709512052e-17 
 1842       4.022281601203e-11       1.186778614643e-12      -6.863814420050e-13       7.645794284666e-15       5.025791031555e-16       4.614189672206e-17      -1.086197601854e-17 
 1843       4.007150072737e-11       1.191878392864e-12      -6.825105287218e-13       7.636307564854e-15       5.014068182933e-16       4.685890280053e-17      -1.105532247160e-17 
 1844       3.992054117805e-11       1.197006497770e-12      -6.791436836756e-13       7.626809513360e-15       5.002377625433e-16       4.757671779679e-17      -1.124701314460e-17 
 1845       3.976996853270e-11       1.202159867225e-12      -6.762775750896e-13       7.617300848581e-15       4.990719263123e-16       4.829524528663e-17      -1.143692619518e-17 
 1846       3.961981408863e-11       1.207335425578e-12      -6.739088513398e-13       7.607782291928e-15       4.979092999081e-16       4.901438842965e-17      -1.162493927300e-17 
 1847       3.947010927196e-11       1.212530083653e-12      -6.720341409262e-13       7.598254567824e-15       4.967498735396e-16       4.973404996874e-17      -1.181092951912e-17 
 1848       3.932088563780e-11       1.217740738720e-12      -6.706500524433e-13       7.588718403711e-15       4.955936373162e-16       5.045413222952e-17      -1.199477356530e-17 
 1849       3.917217487043e-11       1.222964274486e-12      -6.697531745505e-13       7.579174530052e-15       4.944405812480e-16       5.117453711974e-17      -1.217634753331e-17 
 1850       3.902400878345e-11       1.228197561073e-12      -6.693400759432e-13       7.569623680338e-15       4.932906952456e-16       5.189516612878e-17      -1.235552703427e-17 
 1851       3.887641931996e-11       1.233437454998e-12      -6.694073053231e-13       7.560066591088e-15       4.921439691196e-16       5.261592032705e-17      -1.253218716795e-17 
 1852       3.872943855276e-11       1.238680799155e-12      -6.699513913689e-13       7.550504001857e-15       4.910003925808e-16       5.333670036540e-17      -1.270620252213e-17 
 1853       3.858309868447e-11       1.243924422801e-12      -6.709688427073e-13       7.540936655236e-15       4.898599552399e-16       5.405740647465e-17      -1.287744717186e-17 
 1854       3.843743204772e-11       1.249165141532e-12      -6.724561478833e-13       7.531365296860e-15       4.887226466074e-16       5.477793846494e-17      -1.304579467887e-17 
 1855       3.829247110536e-11       1.254399757267e-12      -6.744097753312e-13       7.521790675409e-15       4.875884560932e-16       5.549819572522e-17      -1.321111809079e-17 
 1856       3.814824845055e-11       1.259625058231e-12      -6.768261733448e-13       7.512213542613e-15       4.864573730068e-16       5.621807722267e-17      -1.337328994055e-17 
 1857       3.800479680701e-11       1.264837818934e-12      -6.797017700485e-13       7.502634653254e-15       4.853293865567e-16       5.693748150214e-17      -1.353218224569e-17 
 1858       3.786214902914e-11       1.270034800154e-12      -6.830329733679e-13       7.493054765176e-15       4.842044858508e-16       5.765630668561e-17      -1.368766650763e-17 
 1859       3.772033810222e-11       1.275212748918e-12      -6.868161710003e-13       7.483474639281e-15       4.830826598956e-16       5.837445047159e-17      -1.383961371105e-17 
 1860       3.757939714257e-11       1.280368398484e-12      -6.910477303853e-13       7.473895039538e-15       4.819638975966e-16       5.909181013461e-17      -1.398789432320e-17 
 1861       3.743935939769e-11       1.285498468324e-12      -6.957239986759e-13       7.464316732987e-15       4.808481877577e-16       5.980828252461e-17      -1.413237829319e-17 
 1862       3.730025824651e-11       1.290599664102e-12      -7.008413027088e-13       7.454740489741e-15       4.797355190812e-16       6.052376406642e-17      -1.427293505136e-17 
 1863       3.716212719946e-11       1.295668677660e-12      -7.063959489749e-13       7.445167082988e-15       4.786258801678e-16       6.123815075917e-17      -1.440943350855e-17 
 1864       3.702499989872e-11       1.300702186996e-12      -7.123842235907e-13       7.435597289003e-15       4.775192595162e-16       6.195133817575e-17      -1.454174205547e-17 
 1865       3.688891011835e-11       1.305696856247e-12      -7.188023922681e-13       7.426031887141e-15       4.764156455229e-16       6.266322146223e-17      -1.466972856199e-17 
 1866       3.675389176449e-11       1.310649335670e-12      -7.256467002855e-13       7.416471659851e-15       4.753150264824e-16       6.337369533731e-17      -1.479326037648e-17 
 1867       3.661997887548e-11       1.315556261628e-12      -7.329133724587e-13       7.406917392673e-15       4.742173905866e-16       6.408265409179e-17      -1.491220432512e-17 
 1868       3.648720562211e-11       1.320414256563e-12      -7.405986131111e-13       7.397369874246e-15       4.731227259248e-16       6.478999158794e-17      -1.502642671122e-17 
 1869       3.635560630769e-11       1.325219928985e-12      -7.486986060445e-13       7.387829896309e-15       4.720310204836e-16       6.549560125901e-17      -1.513579331456e-17 
 1870       3.622521121443e-11       1.329970171418e-12      -7.572088397760e-13       7.378298203772e-15       4.709422629752e-16       6.619937887337e-17      -1.524020835715e-17 
 1871       3.609603410632e-11       1.334663056841e-12      -7.661220775332e-13       7.368775344479e-15       4.698564453294e-16       6.690123085188e-17      -1.533973173533e-17 
 1872       3.596808462877e-11       1.339296949222e-12      -7.754303713139e-13       7.359261818279e-15       4.687735602207e-16       6.760106601452e-17      -1.543446270379e-17 
 1873       3.584137245361e-11       1.343870206187e-12      -7.851257351249e-13       7.349758126852e-15       4.676936002415e-16       6.829879282107e-17      -1.552450099302e-17 
 1874       3.571590727912e-11       1.348381179007e-12      -7.952001449303e-13       7.340264773713e-15       4.666165579019e-16       6.899431937065e-17      -1.560994681003e-17 
 1875       3.559169883010e-11       1.352828212593e-12      -8.056455385984e-13       7.330782264217e-15       4.655424256298e-16       6.968755340128e-17      -1.569090083895e-17 
 1876       3.546875685783e-11       1.357209645483e-12      -8.164538158494e-13       7.321311105556e-15       4.644711957704e-16       7.037840228936e-17      -1.576746424171e-17 
 1877       3.534709114017e-11       1.361523809841e-12      -8.276168382030e-13       7.311851806766e-15       4.634028605862e-16       7.106677304924e-17      -1.583973865870e-17 
 1878       3.522671148153e-11       1.365769031441e-12      -8.391264289260e-13       7.302404878729e-15       4.623374122571e-16       7.175257233277e-17      -1.590782620945e-17 
 1879       3.510762771293e-11       1.369943629664e-12      -8.509743729796e-13       7.292970834169e-15       4.612748428800e-16       7.243570642880e-17      -1.597182949322e-17 
 1880       3.498984969203e-11       1.374045917490e-12      -8.631524169672e-13       7.283550187664e-15       4.602151444686e-16       7.311608126273e-17      -1.603185158975e-17 
 1881       3.487338730314e-11       1.378074201485e-12      -8.756522690815e-13       7.274143455640e-15       4.591583089536e-16       7.379360239603e-17      -1.608799605984e-17 
 1882       3.475825045724e-11       1.382026781798e-12      -8.884655990526e-13       7.264751156377e-15       4.581043281821e-16       7.446817502580e-17      -1.614036694607e-17 
 1883       3.464444909206e-11       1.385901952151e-12      -9.015840380950e-13       7.255373810013e-15       4.570531939180e-16       7.513970398431e-17      -1.618906877341e-17 
 1884       3.453199317205e-11       1.389697999830e-12      -9.149991788554e-13       7.246011938541e-15       4.560048978414e-16       7.580809373847e-17      -1.623420654990e-17 
 1885       3.442089268842e-11       1.393413205678e-12      -9.287025753604e-13       7.236666065816e-15       4.549594315487e-16       7.647324838946e-17      -1.627588576730e-17 
 1886       3.431115765921e-11       1.397045844086e-12      -9.426857429635e-13       7.227336717554e-15       4.539167865524e-16       7.713507167217e-17      -1.631421240177e-17 
 1887       3.420279812926e-11       1.400594182986e-12      -9.569401582930e-13       7.218024421338e-15       4.528769542809e-16       7.779346695482e-17      -1.634929291451e-17 
 1888       3.409582417029e-11       1.404056483841e-12      -9.714572591995e-13       7.208729706615e-15       4.518399260786e-16       7.844833723843e-17      -1.638123425240e-17 
 1889       3.399024588087e-11       1.407431001638e-12      -9.862284447035e-13       7.199453104705e-15       4.508056932055e-16       7.909958515637e-17      -1.641014384872e-17 
 1890       3.388607338653e-11       1.410715984881e-12      -1.001245074943e-12       7.190195148797e-15       4.497742468370e-16       7.974711297392e-17      -1.643612962373e-17 
 1891       3.378331683968e-11       1.413909675579e-12      -1.016498471119e-12       7.180956373953e-15       4.487455780643e-16       8.039082258779e-17      -1.645929998538e-17 
 1892       3.368198641976e-11       1.417010309242e-12      -1.031979915449e-12       7.171737317114e-15       4.477196778934e-16       8.103061552563e-17      -1.647976382996e-17 
 1893       3.358209233315e-11       1.420016114872e-12      -1.047680651105e-12       7.162538517096e-15       4.466965372458e-16       8.166639294561e-17      -1.649763054275e-17 
 1894       3.348364481330e-11       1.422925314953e-12      -1.063591882172e-12       7.153360514598e-15       4.456761469580e-16       8.229805563591e-17      -1.651300999868e-17 
 1895       3.338665412068e-11       1.425736125442e-12      -1.079704773584e-12       7.144203852202e-15       4.446584977811e-16       8.292550401428e-17      -1.652601256299e-17 
 1896       3.329113054286e-11       1.428446755766e-12      -1.096010451083e-12       7.135069074372e-15       4.436435803812e-16       8.354863812758e-17      -1.653674909189e-17 
 1897       3.319708439450e-11       1.431055408809e-12      -1.112500001158e-12       7.125956727462e-15       4.426313853388e-16       8.416735765129e-17      -1.654533093321e-17 
 1898       3.310452601743e-11       1.433560280904e-12      -1.129164470996e-12       7.116867359715e-15       4.416219031491e-16       8.478156188906e-17      -1.655186992707e-17 
 1899       3.301346578062e-11       1.435959561829e-12      -1.145994868429e-12       7.107801521266e-15       4.406151242215e-16       8.539114977225e-17      -1.655647840655e-17 
 1900       3.292391408022e-11       1.438251434792e-12      -1.162982161881e-12       7.098759764143e-15       4.396110388793e-16       8.599601985944e-17      -1.655926919830e-17 
 1901       3.283588133964e-11       1.440434076431e-12      -1.180117280318e-12       7.089742642272e-15       4.386096373604e-16       8.659607033600e-17      -1.656035562325e-17 
 1902       3.274937800951e-11       1.442505656800e-12      -1.197391113192e-12       7.080750711475e-15       4.376109098161e-16       8.719119901360e-17      -1.655985149725e-17 
 1903       3.266441456774e-11       1.444464339361e-12      -1.214794510391e-12       7.071784529478e-15       4.366148463117e-16       8.778130332973e-17      -1.655787113173e-17 
 1904       3.258100151956e-11       1.446308280978e-12      -1.232318282184e-12       7.062844655909e-15       4.356214368262e-16       8.836628034729e-17      -1.655452933432e-17 
 1905       3.249914939752e-11       1.448035631910e-12      -1.249953199173e-12       7.053931652299e-15       4.346306712521e-16       8.894602675405e-17      -1.654994140960e-17 
 1906       3.241886876155e-11       1.449644535800e-12      -1.267689992235e-12       7.045046082089e-15       4.336425393949e-16       8.952043886226e-17      -1.654422315966e-17 
 1907       3.234017019895e-11       1.451133129665e-12      -1.285519352473e-12       7.036188510631e-15       4.326570309738e-16       9.008941260812e-17      -1.653749088482e-17 
 1908       3.226306432445e-11       1.452499543895e-12      -1.303431931165e-12       7.027359505186e-15       4.316741356208e-16       9.065284355135e-17      -1.652986138425e-17 
 1909       3.218755801434e-11       1.453742259521e-12      -1.321418654530e-12       7.018559556285e-15       4.306938435865e-16       9.121063070540e-17      -1.652143139501e-17 
 1910       3.211364307732e-11       1.454861183061e-12      -1.339471670784e-12       7.009788841137e-15       4.297161478624e-16       9.176268806115e-17      -1.651221573527e-17 
 1911       3.204130749686e-11       1.455856579898e-12      -1.357583410246e-12       7.001047458409e-15       4.287410420749e-16       9.230893315063e-17      -1.650220868818e-17 
 1912       3.197053918910e-11       1.456728717754e-12      -1.375746271126e-12       6.992335506708e-15       4.277685197801e-16       9.284928322400e-17      -1.649140452043e-17 
 1913       3.190132600274e-11       1.457477866688e-12      -1.393952619486e-12       6.983653084581e-15       4.267985744649e-16       9.338365524924e-17      -1.647979748225e-17 
 1914       3.183365571896e-11       1.458104299105e-12      -1.412194789195e-12       6.975000290516e-15       4.258311995458e-16       9.391196591180e-17      -1.646738180736e-17 
 1915       3.176751605135e-11       1.458608289754e-12      -1.430465081892e-12       6.966377222936e-15       4.248663883697e-16       9.443413161424e-17      -1.645415171300e-17 
 1916       3.170289464573e-11       1.458990115736e-12      -1.448755766940e-12       6.957783980208e-15       4.239041342129e-16       9.495006847591e-17      -1.644010139989e-17 
 1917       3.163977908016e-11       1.459250056506e-12      -1.467059081383e-12       6.949220660632e-15       4.229444302817e-16       9.545969233263e-17      -1.642522505220e-17 
 1918       3.157815686476e-11       1.459388393874e-12      -1.485367229907e-12       6.940687362451e-15       4.219872697121e-16       9.596291873629e-17      -1.640951683753e-17 
 1919       3.151801544167e-11       1.459405412013e-12      -1.503672384797e-12       6.932184183842e-15       4.210326455693e-16       9.645966295457e-17      -1.639297090693e-17 
 1920       3.145934218492e-11       1.459301397462e-12      -1.521966685894e-12       6.923711222921e-15       4.200805508483e-16       9.694983997058e-17      -1.637558139483e-17 
 1921       3.140212440035e-11       1.459076639126e-12      -1.540242240553e-12       6.915268577741e-15       4.191309784730e-16       9.743336448252e-17      -1.635734241907e-17 
 1922       3.134634932551e-11       1.458731428282e-12      -1.558491123601e-12       6.906856346291e-15       4.181839212967e-16       9.791015090333e-17      -1.633824808083e-17 
 1923       3.129200412955e-11       1.458266058584e-12      -1.576705377296e-12       6.898474626498e-15       4.172393721016e-16       9.838011336036e-17      -1.631829246466e-17 
 1924       3.123907591317e-11       1.457680826063e-12      -1.594877011283e-12       6.890123516224e-15       4.162973235990e-16       9.884316569504e-17      -1.629746963844e-17 
 1925       3.118755170846e-11       1.456976029134e-12      -1.612998002553e-12       6.881803113265e-15       4.153577684289e-16       9.929922146253e-17      -1.627577365336e-17 
 1926       3.113741847886e-11       1.456151968598e-12      -1.631060295401e-12       6.873513515356e-15       4.144206991601e-16       9.974819393137e-17      -1.625319854389e-17 
 1927       3.108866311903e-11       1.455208947644e-12      -1.649055801384e-12       6.865254820164e-15       4.134861082899e-16       1.001899960832e-16      -1.622973832781e-17 
 1928       3.104127245477e-11       1.454147271858e-12      -1.666976399278e-12       6.857027125293e-15       4.125539882441e-16       1.006245406122e-16      -1.620538700612e-17 
 1929       3.099523324292e-11       1.452967249219e-12      -1.684813935037e-12       6.848830528279e-15       4.116243313769e-16       1.010517399252e-16      -1.618013856310e-17 
 1930       3.095053217126e-11       1.451669190109e-12      -1.702560221748e-12       6.840665126593e-15       4.106971299708e-16       1.014715061409e-16      -1.615398696620e-17 
 1931       3.090715585842e-11       1.450253407313e-12      -1.720207039595e-12       6.832531017642e-15       4.097723762363e-16       1.018837510897e-16      -1.612692616613e-17 
 1932       3.086509085378e-11       1.448720216025e-12      -1.737746135809e-12       6.824428298762e-15       4.088500623120e-16       1.022883863133e-16      -1.609895009675e-17 
 1933       3.082432363739e-11       1.447069933848e-12      -1.755169224634e-12       6.816357067226e-15       4.079301802645e-16       1.026853230645e-16      -1.607005267508e-17 
 1934       3.078484061984e-11       1.445302880802e-12      -1.772467987278e-12       6.808317420237e-15       4.070127220881e-16       1.030744723068e-16      -1.604022780132e-17 
 1935       3.074662814220e-11       1.443419379325e-12      -1.789634071874e-12       6.800309454933e-15       4.060976797047e-16       1.034557447140e-16      -1.600946935878e-17 
 1936       3.070967247590e-11       1.441419754276e-12      -1.806659093439e-12       6.792333268382e-15       4.051850449639e-16       1.038290506698e-16      -1.597777121387e-17 
 1937       3.067395982264e-11       1.439304332941e-12      -1.823534633829e-12       6.784388957584e-15       4.042748096428e-16       1.041943002678e-16      -1.594512721612e-17 
 1938       3.063947631433e-11       1.437073445034e-12      -1.840252241699e-12       6.776476619470e-15       4.033669654456e-16       1.045514033106e-16      -1.591153119811e-17 
 1939       3.060620801292e-11       1.434727422702e-12      -1.856803432460e-12       6.768596350904e-15       4.024615040040e-16       1.049002693100e-16      -1.587697697550e-17 
 1940       3.057414091036e-11       1.432266600531e-12      -1.873179688239e-12       6.760748248680e-15       4.015584168766e-16       1.052408074865e-16      -1.584145834697e-17 
 1941       3.054326092850e-11       1.429691315542e-12      -1.889372457832e-12       6.752932409520e-15       4.006576955491e-16       1.055729267685e-16      -1.580496909424e-17 
 1942       3.051355391898e-11       1.427001907204e-12      -1.905373156667e-12       6.745148930079e-15       3.997593314341e-16       1.058965357929e-16      -1.576750298199e-17 
 1943       3.048500566314e-11       1.424198717431e-12      -1.921173166758e-12       6.737397906940e-15       3.988633158709e-16       1.062115429039e-16      -1.572905375794e-17 
